seed,architecture,snr_db,channel,achieved_snr_db,mse_frequency,latency_ms_per_window,ess,acceptance_rate
9,Analytical score,15.0,MP,14.553018531562163,2.3731008702960033,38.92535525,14.473573575921012,0.8318181818181819
9,Amortized surrogate,15.0,NLOS,14.564513878028922,92.98541570628203,56.403911,14.132608965541209,0.7931818181818182
9,Analytical score,15.0,NLOS,14.564513878028922,5.42446253479145,39.32460425,15.813676353885725,0.8227272727272728
10,Amortized surrogate,-5.0,LOS,-5.159248143516642,38.57474324843806,60.85882875,14.35445255686934,0.7454545454545455
10,Analytical score,-5.0,LOS,-5.159248143516642,22.975677110101582,38.5811305,17.615316261208097,0.740909090909091
10,Amortized surrogate,-5.0,MP,-5.069028330274909,197.55440087062206,55.53103375,12.86451448714141,0.75
10,Analytical score,-5.0,MP,-5.069028330274909,214.20651822410895,39.3689955,9.33907185952907,0.8250000000000001
10,Amortized surrogate,-5.0,NLOS,-5.673308320154506,277.6969676242036,60.4335425,5.88562448655174,0.8295454545454546
10,Analytical score,-5.0,NLOS,-5.673308320154506,216.94963764029094,39.52545125,7.39490731638686,0.8159090909090909
10,Amortized surrogate,5.0,LOS,4.313714863884287,32.35040300591436,56.43928425,5.49458390186001,0.7931818181818181
10,Analytical score,5.0,LOS,4.313714863884287,13.127278403410111,39.6185915,13.954212012656441,0.8431818181818183
10,Amortized surrogate,5.0,MP,5.596741838095745,1.3365335539465204,58.54098075,14.367950304410021,0.8068181818181818
10,Analytical score,5.0,MP,5.596741838095745,1.6573214884229275,44.8449265,14.068907736212076,0.8340909090909091
10,Amortized surrogate,5.0,NLOS,4.121931873509134,3.779696494366126,55.821167,9.53693609343554,0.7886363636363636
10,Analytical score,5.0,NLOS,4.121931873509134,3.7004323371339414,39.874559,12.579351725095645,0.825
10,Amortized surrogate,15.0,LOS,15.01641985686277,7.6263706336091435,56.982065,11.306598220285819,0.7977272727272727
10,Analytical score,15.0,LOS,15.01641985686277,3.383176393014476,40.26428425,12.664227375294878,0.8568181818181819
10,Amortized surrogate,15.0,MP,15.526203140891878,2.742739830289679,56.5331925,16.382666253191914,0.8159090909090909
10,Analytical score,15.0,MP,15.526203140891878,11.801409635882735,38.6327065,15.816915510119767,0.8318181818181818
10,Amortized surrogate,15.0,NLOS,15.62495789198577,9.194290039542977,57.11916025,12.254605762478695,0.7863636363636364
10,Analytical score,15.0,NLOS,15.62495789198577,23.595914561280182,40.2885725,9.27774321424803,0.8295454545454545
11,Amortized surrogate,-5.0,LOS,-5.325080971232054,145.05736061310492,56.7368525,9.110737781199905,0.7590909090909091
11,Analytical score,-5.0,LOS,-5.325080971232054,54.039502158400644,42.66093125,14.846183582289381,0.8022727272727272
11,Amortized surrogate,-5.0,MP,-4.967198372180431,36.31076006879666,60.662514,13.422541829771932,0.7886363636363637
11,Analytical score,-5.0,MP,-4.967198372180431,38.23666143110427,43.79115775,14.070091265523118,0.7977272727272728
11,Amortized surrogate,-5.0,NLOS,-5.968954173814629,7.91052807751783,60.012373,13.949879148162653,0.8181818181818181
11,Analytical score,-5.0,NLOS,-5.968954173814629,28.50987656264394,42.00857925,20.12523015652385,0.7886363636363637
11,Amortized surrogate,5.0,LOS,5.456731834465797,0.7233512265886362,59.762969,25.283867577597217,0.7681818181818181
11,Analytical score,5.0,LOS,5.456731834465797,0.3255848534096267,44.45863525,25.905760911197742,0.7886363636363636
11,Amortized surrogate,5.0,MP,5.0513479622349555,2.1641540574386298,59.70251975,18.44990917528593,0.7659090909090909
11,Analytical score,5.0,MP,5.0513479622349555,2.1170924612227533,41.350019,19.231910182808708,0.7727272727272728
11,Amortized surrogate,5.0,NLOS,4.605827100492541,2.0982640521240605,57.0696095,19.363752977763163,0.7840909090909092
11,Analytical score,5.0,NLOS,4.605827100492541,2.23035580104075,40.61948275,22.556349066552954,0.7886363636363637
11,Amortized surrogate,15.0,LOS,15.042534650865683,11.966239269788224,60.404835,11.13553612308237,0.7772727272727273
11,Analytical score,15.0,LOS,15.042534650865683,14.078110264105332,39.73477275,13.256672995576677,0.7931818181818182
11,Amortized surrogate,15.0,MP,15.217142931486654,1.531775860801224,60.879851,14.529145037975841,0.7795454545454545
11,Analytical score,15.0,MP,15.217142931486654,1.3987872259078415,40.723741,15.646108083334632,0.8250000000000001
11,Amortized surrogate,15.0,NLOS,15.151929385748007,12.347723740336537,60.39841075,13.012342717477756,0.8227272727272726
11,Analytical score,15.0,NLOS,15.151929385748007,12.922945297171186,42.7816315,14.240994649755546,0.8204545454545454
12,Amortized surrogate,-5.0,LOS,-4.944999502348923,45.01752293235107,56.32349525,14.862551434949008,0.8159090909090909
12,Analytical score,-5.0,LOS,-4.944999502348923,35.730156963669714,39.042431,8.968952573148586,0.8295454545454545
12,Amortized surrogate,-5.0,MP,-5.126306270092968,96.33643932058054,55.416279,11.64111258469759,0.7840909090909091
12,Analytical score,-5.0,MP,-5.126306270092968,83.0387356483692,39.74842775,9.544282118646285,0.8272727272727272
12,Amortized surrogate,-5.0,NLOS,-4.733966772344369,96.5539885550265,54.7424245,7.530306345549503,0.7295454545454545
12,Analytical score,-5.0,NLOS,-4.733966772344369,106.58449610166014,41.24621425,6.0989078742037695,0.8204545454545454
12,Amortized surrogate,5.0,LOS,4.203059175431411,2.640586366405353,57.162834,15.49612157650263,0.775
12,Analytical score,5.0,LOS,4.203059175431411,16.708350817753477,39.50250225,13.850509916313882,0.8159090909090909
12,Amortized surrogate,5.0,MP,5.398709252569709,2.337264013658254,54.81121625,13.104556006885696,0.7727272727272728
12,Analytical score,5.0,MP,5.398709252569709,0.9434673457390594,38.69371375,14.160499552958983,0.7863636363636364
12,Amortized surrogate,5.0,NLOS,4.773084635646493,27.32893826359738,55.95845675,11.803042791820328,0.7681818181818182
12,Analytical score,5.0,NLOS,4.773084635646493,21.834901639471056,40.42203675,15.125265579471446,0.825
12,Amortized surrogate,15.0,LOS,14.648338124405718,14.018928284792114,60.460035,8.970169215295158,0.7977272727272727
12,Analytical score,15.0,LOS,14.648338124405718,11.779982617457788,43.16873,12.084853842939625,0.85
12,Amortized surrogate,15.0,MP,14.674120918449368,5.749335855492483,57.04298725,16.063960492889287,0.8
12,Analytical score,15.0,MP,14.674120918449368,4.883456362761641,42.77352675,13.89992564009812,0.8295454545454546
12,Amortized surrogate,15.0,NLOS,15.350884642142692,21.784150402876314,57.10506875,12.124467986724799,0.8272727272727274
12,Analytical score,15.0,NLOS,15.350884642142692,10.520093591093199,39.40225675,8.514425349036241,0.8295454545454546
13,Amortized surrogate,-5.0,LOS,-5.346084623512589,193.23288216317752,55.594347,20.428873108213395,0.8113636363636363
13,Analytical score,-5.0,LOS,-5.346084623512589,194.53859855467152,41.62427975,19.01338104530684,0.8272727272727274
13,Amortized surrogate,-5.0,MP,-5.196624606328879,9.399868178085317,64.350198,17.813544375253866,0.759090909090909
13,Analytical score,-5.0,MP,-5.196624606328879,7.141064714914265,44.5184185,21.987430080551007,0.7727272727272727
13,Amortized surrogate,-5.0,NLOS,-4.460226132291719,20.91995626546502,61.68258525,15.663851825488285,0.7431818181818183
13,Analytical score,-5.0,NLOS,-4.460226132291719,70.4570379343744,41.65268,22.257236858678215,0.7363636363636363
